prime_award_report_id,prime_award_piid,prime_award_idvpiid,prime_award_federal_award_id,type_of_spending,prime_award_date_submitted,prime_award_report_month,prime_award_report_year,prime_award_report_type,prime_award_principal_place_street,prime_award_principal_place_city,prime_award_principal_place_state,prime_award_principal_place_zip,prime_award_principal_place_district,prime_award_principal_place_country,prime_awardee_parent_duns,prime_awardee_parent_contractor_name,prime_award_contracting_agency_id,prime_award_contracting_agency_name,prime_award_contracting_office_id,prime_award_contracting_office_name,prime_award_funding_agency_id,prime_award_funding_agency_name,prime_award_funding_office_id,prime_award_funding_office_name,prime_award_program_source_agency,prime_award_program_source_account,prime_award_program_source_subaccount,prime_awardee_executive1,prime_awardee_executive1_compensation,prime_awardee_executive2,prime_awardee_executive2_compensation,prime_awardee_executive3,prime_awardee_executive3_compensation,prime_awardee_executive4,prime_awardee_executive4_compensation,prime_awardee_executive5,prime_awardee_executive5_compensation,prime_award_principal_naics_code,prime_award_principal_naics_desc,prime_award_cfda_program_number_title_codes,prime_award_amount,prime_award_date_signed,prime_award_project_description,prime_award_transaction_type,prime_award_program_title,prime_awardee_recovery_model_q1,prime_awardee_recovery_model_q2,prime_award_fiscal_year,prime_award_contracting_major_agency_id,prime_award_contracting_major_agency_name,prime_award_funding_major_agency_id,prime_award_funding_major_agency_name,prime_award_agencyid,prime_award_idvagencyid,subawardee_dunsnumber,subawardee_name,subawardee_dba_name,subawardee_street,subawardee_city,subawardee_state,653491561,subawardee_congressionaldistrict,subawardee_countrycode,subaward_principal_place_street,subaward_principal_place_city,subaward_principal_place_state,subaward_principal_place_zip,subaward_principal_place_district,subaward_principal_place_country,subawardee_parent_duns,subawardee_parent_contractor_name,subaward_amount,subaward_date,subaward_principal_naics_code,subaward_principal_naics_desc,subaward_funding_office_id,subaward_funding_office_name,subaward_federal_agency_id,subaward_federal_agency_name,subaward_major_agency_id,subaward_major_agency_name,subaward_number,subaward_project_description,subawardee_recovery_model_q1,subawardee_recovery_model_q2,subaward_report_month,subaward_report_year,subaward_fiscal_year,subawardee_executive1,subawardee_executive1_compensation,subawardee_executive2,subawardee_executive2_compensation,subawardee_executive3,subawardee_executive3_compensation,subawardee_executive4,subawardee_executive4_compensation,subawardee_name,subawardee_executive5_compensation,subawardee_business_types,subaward_cfda_program_number_title_codes
{008FC9A3-8C9A-29CA-6211-052BEF169AB8},,,340805104M00130,"sg",01/06/2016,"11","2015","","","MERCER                   ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",6631877,08/18/2014,"PAVEMENT PERSERVATION NORTH 2014-2","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,003400736,"INTERCOUNTY PAVING ASSOCIATES, L.L.C.","","859 WILLOW GROVE ST","HACKETTSTOWN","NJ",078405002,"05",USA,"","HACKETTSTOWN","NJ",078405002,05,USA,003400736,"",801487.41,11/24/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205795,"PAVE. PRESER. CONTRA. N-2014-2","","",11,2015,2016,"",,"",,"",,"",,"INTERCOUNTY PAVING ASSOCIATES, L.L.C.",,"","20.205"
{0BAE2732-115F-9095-78AD-B1F9970EA76C},,,340805105M00131,"sg",01/06/2016,"11","2015","","","MORRIS","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",896221,09/04/2014,"I-80 EASTBOUND from WEST of ROUTE I-280 to EAST of TWO BRIDGES ROAD","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,003400736,"INTERCOUNTY PAVING ASSOCIATES, L.L.C.","","859 WILLOW GROVE ST","HACKETTSTOWN","NJ",078405002,"05",USA,"","HACKETTSTOWN","NJ",078405002,05,USA,003400736,"",7446.49,11/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1414519,"ROUTE 80 EB RESURFACING","","",11,2015,2016,"",,"",,"",,"",,"INTERCOUNTY PAVING ASSOCIATES, L.L.C.",,"","20.205"
{9EBCAEFD-D747-4E69-5D9B-672DA9D390E6},,,342952130L01010,"sg",01/06/2016,"11","2015","","","CAMDEN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",653834,06/17/2014,"ROUTE 295/76/42 DIRECT CONNECT CONTRACT 3 OF 4 PODI-REVIEW","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,045793460,"DEWBERRY ENGINEERS INC","Dewberry","200 BROADACRES DR STE 410","BLOOMFIELD","NJ",070033154,"08",USA,"","BLOOMFIELD","NJ",070033154,08,USA,621316814,"",4134.91,11/17/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205257,"I295/42/I-76 DIR. CONN#3","","",11,2015,2016,"",,"",,"",,"",,"DEWBERRY ENGINEERS INC",,"","20.205"
{B77AC5E9-8F79-3250-49E2-D6A42E09520C},,,345091102L1C011,"sg",01/06/2016,"11","2015","","","MERCER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",264963,06/02/2014,"ROUTE 1B over NY AVENUE &amp; 1B over RT.1SB &amp; D&amp;R CANAL","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,101693265,"FRENCH & PARRELLO ASSOCIATES, PC","WALL TOWNSHIP","1800 RTE 34 STE 101","BELMAR","NJ",077199144,"04",USA,"","WALL TOWNSHIP","NJ",077199144,04,USA,101693265,"",154024.03,11/27/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1101520,"RT 1B NY AVE. BRIDGE DECKS","","",11,2015,2016,"",,"",,"",,"",,"FRENCH & PARRELLO ASSOCIATES, PC",,"","20.205"
{0E7EC8E2-3ABB-05D5-C27F-3D6C2FB6819F},,,347921101M24011,"sg",01/06/2016,"11","2015","","","HUDSON","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",491558,06/16/2014,"PORTWAY, FISH HOUSE ROAD/PENNSYLVANIA AVENUE CR 659","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,068709639,"Hntb Corporation","","145 US Highway 46 Ste 400","Wayne","NJ",074706830,"08",USA,"","WAYNE","NJ",074706830,08,USA,,"",30771.07,11/06/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0901511,"FISHHOUSE RD/PENNSYLVANIA AVE.","","",11,2015,2016,"",,"",,"",,"",,"Hntb Corporation",,"","20.205"
{4054706D-0DFF-B28C-66AF-64D6DA328D4B},,,34BIKE149L4002,"sg",01/06/2016,"11","2015","","","MERCER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",2689528,12/16/2013,"FY 2014-15 BICYCLE/PEDESTRIAN WORK PROGRAM","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",88940.8,11/25/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205721,"FY 14 - 15 BIKE/PED PROGRAM","","",11,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{33C51356-5121-2299-4FB4-DCF9430C9A49},,,34C00S626M00131,"sg",01/06/2016,"11","2015","","","MERCER                   ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",79400,09/16/2014,"SMART MOVES NORTH 2014 PODI","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,780345745,"ORCHARD HOLDINGS LLC","","1913 ATLANTIC AVE STE 193","MANASQUAN","NJ",087361066,"04",USA,"","MANASQUAN","NJ",087360001,04,USA,,"",2367.48,11/19/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205812,"SMART MOVES 2014 - NORTH","","",11,2015,2016,"",,"",,"",,"",,"ORCHARD HOLDINGS LLC",,"","20.205"
{85792054-EA08-4041-7131-F04AF6FC59CB},,,34C00S626M24030,"sg",01/06/2016,"11","2015","","","MERCER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",890000,09/16/2014,"SMART MOVES NORTH 2014 PODI","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,780345745,"ORCHARD HOLDINGS LLC","","1913 ATLANTIC AVE STE 193","MANASQUAN","NJ",087361066,"04",USA,"","MANASQUAN","NJ",087360001,04,USA,,"",270917.09,11/19/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205812,"SMART MOVES 2014 - NORTH","","",11,2015,2016,"",,"",,"",,"",,"ORCHARD HOLDINGS LLC",,"","20.205"
{82A76D99-4CAB-D90E-70F7-5A6594FC008C},,,34C00S645M00111,"sg",01/06/2016,"11","2015","","","MERCER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",390372,09/15/2014,"RETROREFLECTIVITY ASSET MANAGEMENT PROGRAM","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",6238.67,11/13/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205828,"RETROREFLECTIVITY ASSET MANAG.","","",11,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{B4F798EF-5089-EFFF-BAAA-44E1ADBF5F64},,,34C00S688L03E32,"sg",01/06/2016,"11","2015","","","MERCER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",315030,09/15/2014,"DRAINAGE RESTORATION CENTRAL 2014","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",6741.4,11/30/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205842,"DRAINAGE RESTORATION 2014 CE","","",11,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{0F368EC2-FA22-B289-852A-9BE9817A179D},,,340005119M24031,"sg",01/06/2016,"12","2015","","","ATLANTIC","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",169400,09/15/2014,"ROUTE 50 GIBSON CREEK to DANENHAUER LANE","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,137189572,"Taylor, Wiseman & Taylor, Inc.","","124 GAITHER DR STE 150","Mount Laurel","NJ",080541712,"03",USA,"","MOUNT LAUREL","NJ",080541712,03,USA,069889467,"",2226,12/11/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0403510,"RT 50 GIBSON CREEK","","",12,2015,2016,"",,"",,"",,"",,"Taylor, Wiseman & Taylor, Inc.",,"","20.205"
{47447BB9-B266-22E6-DA63-07A76065C458},,,340016166M00130,"sg",01/06/2016,"12","2015","","","CAMDEN                   ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",8850202,09/11/2014,"ROUTE 30 EVESHAM ROAD","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,859194904,"MOUNT CONSTRUCTION COMPANY, INC.","","427 S WHITE HORSE PIKE","BERLIN","NJ",080099003,"01",USA,"","BERLIN","NJ",080099003,01,USA,,"",19215.8,12/23/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0403511,"ROUTE 30 AND EVESHAM ROAD","","",12,2015,2016,"",,"",,"",,"",,"MOUNT CONSTRUCTION COMPANY, INC.",,"","20.205"
{0C250779-5A93-19AA-3CA4-8C8DF254B7A4},,,340018162L05E11,"sg",01/06/2016,"12","2015","","","OCEAN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",234542,05/22/2014,"ROUTE 70 east of NORTH BRANCH ROAD to CR 539","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,074103508,"JACOBS ENGINEERING GROUP INC.","","155 N LAKE AVE","PASADENA","CA",911011848,"29",USA,"","PASADENA","CA",911011848,29,USA,074103508,"",40705.51,12/11/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0311506,"RT 70, EAST OF NORTH BRANCH R","","",12,2015,2016,"",,"",,"",,"",,"JACOBS ENGINEERING GROUP INC.",,"","20.205"
{60AECF9B-FA9A-0F56-0418-A933E300AFC7},,,340019129M00130,"sg",01/06/2016,"12","2015","","","OCEAN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",15160985,09/23/2014,"ROUTE 72 MANAHAWKIN BAY BRIDGES CONTRACT 3 PODI","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,003791852,"SCHIAVONE CONSTRUCTION CO. LLC","","150 MEADOWLANDS PKWY 3RD FL","SECAUCUS","NJ",070942304,"09",USA,"","SECAUCUS","NJ",070942304,09,USA,463691526,"",948640.61,12/15/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1513520,"RT 72 MAN BAY BRIDGES CONT 3","","",12,2015,2016,"Joseph M LoCurto",774000.00,"Anthony  Del Vescovo",439584.00,"Mary  Libassi",391338.00,"Massimo E Viti",367678.00,"SCHIAVONE CONSTRUCTION CO. LLC",360816.00,"","20.205"
{3149FDC8-3B35-EE80-ADCC-D3323E96C97F},,,340029172M00132,"sg",01/06/2016,"12","2015","","","MONMOUTH                 ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",250305,08/05/2014,"ROUTE 18NB, ROUTE 138 DEAL ROAD","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",716.19,12/15/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1327506,"RT 18 NB RT 138 TO DEAL RD","","",12,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{CF303FD0-0DBA-EF8B-65A6-D9C318D1BC18},,,340029175M00131,"sg",01/06/2016,"12","2015","","","MERCER                   ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",232158,09/19/2014,"ROUTE 18 TRAFFIC SIGNAL SYSTEM PODI","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,782320097,"MICHAEL BAKER JR., INC.","","300 AMERICAN METRO BLVD STE 154","HAMILTON","NJ",086192371,"04",USA,"","HAMILTON","NJ",086192371,04,USA,079171269,"",83064.78,12/24/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1212528,"NJ RT 18 TRAF SIGNAL SYS-2014","","",12,2015,2016,"H. James  McKnight",949326.00,"Michael J Zugay",850254.00,"George J Kurgan",690558.00,"Jeffrey S Hill",590386.00,"MICHAEL BAKER JR., INC.",554587.00,"","20.205"
{0829DB06-4D72-C7A4-55E5-189C1FDEEFB8},,,342806112M00132,"sg",01/06/2016,"12","2015","","","MORRIS","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",923289,05/22/2014,"ROUTE 280 WB over WHIPPANY RIVER DECK REPLACEMENT","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",1219.07,12/14/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1418511,"RT 280 WB OVER WHIPPANY RIVER","","",12,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{3DA00A33-DAFB-A1ED-95F6-19A586F90856},,,342952139M00132,"sg",01/06/2016,"12","2015","","","MERCER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",366720,03/07/2014,"BRIDGE PREVENTION MAINTENANCE 2014-2","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",12775.98,12/15/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205729,"BRIDGE PREVENT. MAINT. 2014-2","","",12,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{794C29E8-AA7B-C394-9A93-6781F2EB8506},,,347111121L24011,"sg",01/06/2016,"12","2015","","","MONMOUTH","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",290711,07/31/2014,"ROUTE 71 MAIN AVENUE to CEDAR AVENUE PAVEMENT","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,808245950,"Hatch Mott Macdonald LLC","HATCH MOTT MACDONALD LLC","150 S Independence Mall W #1040","Philadelphia","PA",191063411,"01",USA,"","ISELIN","NJ",088302700,07,USA,141629753,"",20464.26,12/29/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",1321517,"ROUTE 71 MAIN AVE TO CEDAR AVE","","",12,2015,2016,"",,"",,"",,"",,"Hatch Mott Macdonald LLC",,"","20.205"
{F63F2020-A854-8A89-4B7F-C229CD0AA1D5},,,347675123M00131,"sg",01/06/2016,"12","2015","","","HUDSON","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",3075860,09/11/2014,"ROUTE 7 BRIDGE over CONRAIL","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,187014662,"KONKUS CORPORATION","","245 MAIN ST STE 202","CHESTER","NJ",079302569,"11",USA,"","BRANCHBURG","NJ",088760001,11,USA,,"",2995.56,12/18/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0910511,"RT 7, BRIDGE OVER CONRAIL","","",12,2015,2016,"",,"",,"",,"",,"KONKUS CORPORATION",,"","20.205"
{FE3F807F-2473-A651-39C6-F9F4C23B2FAC},,,348112147M00131,"sg",01/06/2016,"12","2015","","","BERGEN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",1359518,08/08/2014,"6ROUTE 46 MAIN STREET TO FREDERICK PLACE","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,056668700,"PARSONS BRINCKERHOFF, INC.","P B","ONE PENN PLAZA SUITE 200","NEW YORK","NY",101190002,"08",USA,"","NEW YORK","NY",101190002,08,USA,202983805,"",13326.89,12/10/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0221517,"RT 46 MAIN TO FREDERICK","","",12,2015,2016,"",,"",,"",,"",,"PARSONS BRINCKERHOFF, INC.",,"","20.205"
{5D536261-9E3C-98C1-D099-944F9C96A0E5},,,348112147M00132,"sg",01/06/2016,"12","2015","","","BERGEN","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",1268515,08/08/2014,"6ROUTE 46 MAIN STREET TO FREDERICK PLACE","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",22339.78,12/18/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",0221517,"RT 46 MAIN TO FREDERICK","","",12,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{41722628-1817-7890-CE0C-F5A116CA0E15},,,34BIKE149L40E1,"sg",01/06/2016,"12","2015","","","MERCER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",3282207,01/06/2014,"FY 2014-15 BICYCLE/PEDESTRIAN WORK PROGRAM","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,049917784,"RBA GROUP, THE","RBA ENGINEERS & ARCHITECTS GROUP, THE","7 CAMPUS DR STE 300","PARSIPPANY","NJ",070544413,"11",USA,"","PARSIPPANY","NJ",070544413,11,USA,078482872,"",42069.81,12/11/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205721,"FY 14 - 15 BIKE/PED PROGRAM","","",12,2015,2016,"",,"",,"",,"",,"RBA GROUP, THE",,"","20.205"
{0855A4A3-4FAD-A55B-D460-FE21515D947E},,,34C00S404LY4030,"sg",01/06/2016,"12","2015","","","MIDDLESEX                ","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",80722,05/28/2014,"Local- New Brunswick Railroad Station Elevator Improvements, Phase 2, Middlesex County, NJTPA","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",280.03,12/11/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",6614320,"NEW BRUNS.STA.ELEVATOR PH.II","","",12,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{1C46ECDB-D469-4FC8-D658-63CB7D0FDC6E},,,34C00S538M24032,"sg",01/06/2016,"12","2015","","","MERCER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",821323,12/24/2013,"LONG LIFE PAVEMENT MARKINGS CONTRACT, NORTH 2014","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",444.12,12/14/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205696,"L.L.P.M.CONTRACT NORTH-2014 CE","","",12,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
{D84E631D-CED0-A3FB-5D63-50EFD62378DE},,,34C00S644M00130,"sg",01/06/2016,"12","2015","","","MERCER","NJ",086182309,"12","USA",806657177,"TRANSPORTATION, NEW JERSEY DEPT OF",6925,"FEDERAL HIGHWAY ADMINISTRATION",,"",,"",,"","",,,"",,"",,"",,"",,"",,"","","20.205",1843636,09/16/2014,"STATEWIDE ENHANCED MILE MARKER PROGRAM","","Highway Planning and Construction;","","",2014,6900,"Department of Transportation",6900,"Department of Transportation",6925,,806657177,"TRANSPORTATION, NEW JERSEY DEPT OF","","1035 PARKWAY AVE 2ND FL","EWING","NJ",086182309,"12",USA,"","EWING","NJ",086182309,12,USA,067373258,"",1591.18,12/23/2015,,"",,"",6925,"FEDERAL HIGHWAY ADMINISTRATION",6900,"Department of Transportation",2205827,"STATEWIDE ENHANCED MM PROGRAM","","",12,2015,2016,"",,"",,"",,"",,"TRANSPORTATION, NEW JERSEY DEPT OF",,"","20.205"
